ano,sigla_uf,id_municipio,ibc,cobertura_pop_4g5g,fibra,densidade_smp,hhi_smp,densidade_scm,hhi_scm,adensamento_estacoes
2021.0,PA,1506187.0,45.97,74.1437,,43.92,39.0,1.66,31.0,3.86
2021.0,TO,1700400.0,52.95,80.5734,,59.66,16.0,4.71,77.0,11.17
2021.0,TO,1702208.0,50.37,73.2854,,49.97,68.0,2.87,49.0,6.32
2021.0,TO,1721109.0,43.15,48.3358,,26.67,68.0,2.29,75.0,6.69
2021.0,MA,2101004.0,48.48,69.3289,,46.68,73.0,2.84,41.0,3.43
2021.0,MA,2105450.0,38.22,47.4279,,18.6,72.0,2.4,15.0,7.37
2021.0,MA,2107605.0,39.76,42.6795,,20.04,84.0,0.48,48.0,5.18
2021.0,MA,2107704.0,48.05,79.8086,,39.87,34.0,1.49,71.0,53.82
2021.0,MA,2109502.0,48.85,51.7839,100.0,56.44,64.0,1.08,77.0,5.07
2021.0,PI,2200251.0,25.06,62.7516,,37.45,27.0,3.83,60.0,10.04
2021.0,PI,2201200.0,27.68,53.5341,0.0,41.75,77.0,3.17,81.0,4.35
2021.0,PI,2207108.0,59.56,68.9237,,99.46,9.0,55.55,71.0,51.32
2021.0,PI,2208650.0,44.79,33.853,,55.27,40.0,54.77,72.0,14.21
2021.0,CE,2303501.0,63.24,94.2908,100.0,73.87,92.0,15.71,63.0,7.07
2021.0,CE,2306504.0,50.03,80.3904,,33.35,82.0,4.01,57.0,40.26
2021.0,CE,2308104.0,55.77,88.121,,46.75,87.0,8.19,67.0,8.5
2021.0,CE,2308203.0,51.24,73.3816,100.0,47.03,75.0,9.56,22.0,16.79
2021.0,CE,2308500.0,48.28,64.2092,100.0,35.41,67.0,7.11,72.0,7.61
2021.0,RN,2401008.0,52.86,74.3112,,54.83,72.0,9.89,45.0,7.16
2021.0,RN,2407609.0,31.69,93.3784,0.0,50.09,5.0,61.46,74.0,11.02
2021.0,RN,2407708.0,34.86,96.8759,0.0,71.51,27.0,78.4,38.0,4.6
2021.0,PB,2502102.0,52.65,91.6216,,54.89,43.0,3.94,23.0,14.69
2021.0,PB,2502508.0,31.65,83.8396,,52.08,43.0,1.35,62.0,7.17
2021.0,PB,2503704.0,58.0,85.6002,100.0,68.06,68.0,7.93,67.0,6.98
2021.0,PB,2507002.0,53.51,90.2882,,58.4,20.0,4.76,73.0,4.12
2021.0,PB,2507705.0,48.66,72.1394,,43.64,61.0,12.09,27.0,4.19
2021.0,PB,2509396.0,62.55,92.7014,100.0,88.34,69.0,0.08,73.0,11.52
2021.0,PB,2512077.0,48.76,78.7423,100.0,38.64,9.0,11.75,63.0,11.77
2021.0,PB,2513851.0,40.37,85.9303,0.0,73.3,63.0,5.31,50.0,30.89
2021.0,PB,2513943.0,31.45,73.6046,0.0,55.42,12.0,0.29,64.0,29.15
2021.0,PB,2517209.0,45.25,80.192,,34.01,44.0,6.43,1.0,9.53
2021.0,PE,2607208.0,67.77,96.4778,100.0,87.33,85.0,9.99,77.0,88.37
2021.0,PE,2608107.0,47.2,81.4752,100.0,47.12,21.0,3.85,28.0,5.36
2021.0,PE,2610806.0,46.91,61.7275,100.0,38.51,59.0,4.5,71.0,3.39
2021.0,PE,2612307.0,46.42,84.7112,,34.84,4.0,5.66,50.0,61.39
2021.0,PE,2612604.0,46.57,52.461,,52.34,80.0,5.93,19.0,4.86
2021.0,PE,2614600.0,50.04,86.6785,100.0,53.52,23.0,15.63,3.0,4.45
2021.0,AL,2705309.0,50.56,83.2626,,47.09,42.0,2.13,44.0,14.51
2021.0,SE,2803708.0,35.58,91.8108,,80.83,6.0,1.92,32.0,14.68
2021.0,SE,2807303.0,28.07,99.932,,28.37,14.0,2.98,54.0,7.86
2021.0,BA,2902054.0,51.66,73.6016,,54.92,45.0,4.89,76.0,4.2
2021.0,BA,2906709.0,45.54,53.288,100.0,53.59,44.0,0.41,46.0,6.19
2021.0,BA,2906857.0,46.06,62.4337,100.0,51.03,56.0,6.62,9.0,4.43
2021.0,BA,2908804.0,51.36,46.059,100.0,69.53,70.0,0.11,74.0,12.77
2021.0,BA,2922300.0,54.77,99.9004,100.0,35.15,86.0,3.87,77.0,4.37
2021.0,BA,2924306.0,43.99,43.739,100.0,43.79,65.0,0.1,58.0,6.1
2021.0,BA,2926509.0,42.86,48.0598,100.0,28.65,39.0,2.68,84.0,10.54
2021.0,BA,2930808.0,50.71,81.2594,,47.96,76.0,8.02,12.0,7.51
2021.0,MG,3102704.0,45.06,54.3992,100.0,41.89,67.0,3.69,35.0,8.14
2021.0,MG,3105202.0,27.03,51.1559,0.0,43.15,61.0,1.06,81.0,10.85
2021.0,MG,3106101.0,35.2,72.8697,,74.51,13.0,0.85,63.0,30.04
2021.0,MG,3106903.0,63.42,92.1066,100.0,71.58,84.0,23.96,64.0,5.28
2021.0,MG,3109808.0,58.68,92.2961,,66.96,41.0,0.99,45.0,51.11
2021.0,MG,3110202.0,55.94,81.1518,,65.22,21.0,10.09,53.0,25.95
2021.0,MG,3114550.0,55.25,79.246,,63.55,71.0,2.38,12.0,33.07
2021.0,MG,3114907.0,32.86,70.1597,0.0,43.02,52.0,14.55,41.0,34.25
2021.0,MG,3116605.0,60.74,89.1219,100.0,79.06,23.0,24.43,57.0,8.83
2021.0,MG,3119807.0,45.58,79.6457,0.0,77.68,54.0,7.3,70.0,64.9
2021.0,MG,3122207.0,54.11,83.425,,57.73,57.0,3.68,58.0,10.07
2021.0,MG,3135308.0,62.01,93.5065,100.0,82.7,66.0,4.01,70.0,11.63
2021.0,MG,3142106.0,42.27,60.2419,,36.94,13.0,4.82,45.0,4.75
2021.0,MG,3144508.0,53.92,85.2132,100.0,52.78,14.0,16.16,66.0,11.8
2021.0,MG,3146404.0,56.72,83.9579,,62.09,62.0,3.87,78.0,11.58
2021.0,MG,3147808.0,33.05,66.8803,,44.28,64.0,6.71,53.0,38.09
2021.0,MG,3157401.0,33.72,67.7744,0.0,51.25,56.0,13.78,49.0,27.38
2021.0,MG,3158904.0,30.09,58.3623,,55.43,64.0,4.85,62.0,8.9
2021.0,MG,3161908.0,61.13,71.0662,100.0,87.78,72.0,22.09,20.0,20.81
2021.0,MG,3163904.0,30.84,61.0036,0.0,70.28,12.0,11.56,46.0,11.26
2021.0,MG,3164704.0,63.86,95.1372,,73.54,76.0,24.54,62.0,5.72
2021.0,MG,3165008.0,56.35,82.2019,100.0,69.67,12.0,17.48,70.0,7.02
2021.0,MG,3167905.0,55.18,70.3304,100.0,65.93,45.0,4.5,74.0,21.01
2021.0,MG,3170602.0,35.47,72.4717,0.0,49.19,64.0,15.67,65.0,23.99
2021.0,MG,3170800.0,57.31,89.9376,,63.83,63.0,55.74,76.0,5.77
2021.0,ES,3200607.0,60.89,96.1249,100.0,72.46,35.0,10.73,86.0,11.51
2021.0,ES,3200805.0,54.53,82.278,,70.67,31.0,7.85,41.0,9.86
2021.0,ES,3201704.0,52.07,77.7212,100.0,67.73,11.0,3.25,48.0,13.96
2021.0,RJ,3300233.0,79.82,100.0,,86.8,81.0,61.87,73.0,41.05
2021.0,RJ,3301801.0,57.45,84.4165,,58.4,85.0,5.15,64.0,16.36
2021.0,RJ,3304706.0,61.15,91.4667,100.0,68.99,88.0,6.88,78.0,9.63
2021.0,RJ,3305406.0,55.4,79.1782,,48.83,82.0,14.91,42.0,18.29
2021.0,SP,3502507.0,70.28,99.0142,100.0,79.36,83.0,39.08,63.0,17.03
2021.0,SP,3503703.0,56.0,99.6124,100.0,56.46,48.0,3.36,58.0,10.44
2021.0,SP,3518008.0,61.48,99.3673,100.0,60.81,35.0,11.79,34.0,51.5
2021.0,SP,3528809.0,57.97,91.359,,63.82,38.0,12.06,72.0,10.96
2021.0,SP,3535903.0,39.47,97.6772,0.0,77.31,24.0,0.99,55.0,25.0
2021.0,SP,3537404.0,58.54,95.2215,100.0,71.96,51.0,13.15,37.0,7.0
2021.0,SP,3538709.0,69.84,99.0206,100.0,86.88,85.0,29.12,74.0,10.9
2021.0,SP,3539806.0,67.94,99.847,100.0,80.16,97.0,22.06,83.0,5.82
2021.0,SP,3540408.0,36.23,92.5593,,63.9,24.0,0.95,59.0,24.85
2021.0,SP,3541653.0,66.16,92.4907,100.0,88.02,53.0,2.08,84.0,39.52
2021.0,SP,3545001.0,56.18,81.9573,100.0,70.48,20.0,9.98,71.0,52.54
2021.0,SP,3547304.0,69.26,99.8759,100.0,87.02,83.0,69.31,83.0,11.16
2021.0,SP,3552809.0,65.73,99.998,,75.61,91.0,19.88,75.0,4.75
2021.0,PR,4103453.0,61.52,95.4186,,75.71,43.0,13.62,81.0,6.84
2021.0,PR,4103479.0,62.57,83.4446,,83.36,45.0,13.86,79.0,46.15
2021.0,PR,4105300.0,59.92,89.1553,100.0,64.89,67.0,18.68,62.0,8.66
2021.0,PR,4106571.0,51.38,54.4069,,67.47,61.0,0.3,67.0,49.04
2021.0,PR,4111902.0,62.42,93.7275,,76.02,53.0,20.46,66.0,7.42
2021.0,PR,4117206.0,63.85,98.5148,,74.48,79.0,16.01,57.0,13.19
2021.0,SC,4201406.0,67.76,99.4919,100.0,79.58,68.0,31.88,78.0,6.66
2021.0,SC,4202099.0,53.16,71.549,100.0,49.95,55.0,8.17,42.0,31.63
2021.0,SC,4211009.0,52.52,68.6757,100.0,49.18,52.0,16.49,74.0,6.41
2021.0,SC,4212403.0,61.8,67.5749,100.0,87.15,64.0,10.44,89.0,19.61
2021.0,SC,4213351.0,55.87,93.3086,100.0,59.1,38.0,1.99,70.0,15.0
2021.0,SC,4218954.0,58.0,56.3936,100.0,90.0,4.0,19.29,56.0,31.43
2021.0,RS,4303202.0,21.71,53.4513,,37.13,17.0,9.08,25.0,10.11
2021.0,RS,4305306.0,47.47,72.4496,100.0,47.63,22.0,2.96,52.0,8.37
2021.0,RS,4305850.0,23.64,58.7138,,22.85,36.0,0.33,69.0,49.42
2021.0,RS,4307203.0,52.03,71.6094,,59.53,47.0,2.95,51.0,16.13
2021.0,RS,4307302.0,48.38,67.5407,100.0,49.99,8.0,14.73,52.0,7.68
2021.0,RS,4309308.0,64.16,98.8759,,71.62,70.0,21.88,73.0,7.84
2021.0,RS,4314100.0,68.74,99.4772,,82.27,80.0,25.0,84.0,12.34
2021.0,RS,4314407.0,69.23,95.7579,,87.91,89.0,25.84,82.0,8.15
2021.0,RS,4318408.0,53.81,79.1152,100.0,46.95,43.0,22.08,67.0,5.23
2021.0,RS,4320800.0,61.06,86.5878,,62.65,75.0,24.09,66.0,10.75
2021.0,RS,4323200.0,55.66,76.5905,100.0,57.46,67.0,15.29,40.0,18.1
2021.0,MS,5003108.0,39.35,43.9159,,30.87,13.0,2.37,62.0,8.35
2021.0,MS,5004007.0,56.62,85.5572,100.0,65.99,29.0,11.82,75.0,7.76
2021.0,MT,5102504.0,56.46,86.1303,100.0,67.64,44.0,12.24,52.0,6.74
2021.0,MT,5103452.0,51.28,89.3118,,50.1,24.0,4.97,41.0,13.35
2021.0,MT,5108956.0,40.43,50.4275,100.0,34.06,6.0,4.96,62.0,2.74
2021.0,GO,5200605.0,59.08,76.6046,100.0,87.03,56.0,3.54,48.0,19.89
2021.0,GO,5204201.0,31.49,84.156,,46.45,15.0,1.97,76.0,19.24
2021.0,GO,5204409.0,50.86,75.3952,,55.44,73.0,0.56,36.0,6.66
2021.0,GO,5205059.0,58.91,94.4152,,76.08,40.0,8.37,57.0,7.6
2021.0,GO,5208509.0,60.98,90.5147,100.0,63.01,91.0,12.78,76.0,9.1
2021.0,GO,5214879.0,37.49,77.8374,,82.82,38.0,1.59,62.0,17.49
2021.0,GO,5215900.0,52.58,80.2428,,75.66,14.0,1.67,41.0,7.18
2021.0,GO,5219209.0,21.96,38.0868,0.0,37.37,20.0,9.09,71.0,9.24
2024.0,RO,1100452.0,53.99,71.1081,,69.2,36.0,46.08,66.0,14.64
2024.0,RO,1101484.0,33.85,42.4829,,49.92,46.0,6.69,14.0,26.76
2024.0,AM,1300102.0,28.07,62.9384,50.0,36.39,10.0,2.86,38.0,11.15
2024.0,AM,1301605.0,18.77,65.6836,,29.63,29.0,4.75,15.0,5.38
2024.0,AM,1304260.0,18.84,58.3338,0.0,31.24,9.0,5.92,19.0,13.09
2024.0,PA,1507466.0,38.05,63.2291,0.0,48.5,35.0,17.47,14.0,33.27
2024.0,PA,1507953.0,53.5,92.7685,100.0,54.29,21.0,27.35,79.0,20.52
2024.0,PA,1508035.0,46.18,59.5398,,22.38,12.0,14.03,69.0,11.52
2024.0,PA,1508050.0,21.93,54.4058,,33.35,30.0,4.51,51.0,12.8
2024.0,AP,1600055.0,30.64,62.4204,50.0,31.46,7.0,17.6,23.0,20.06
2024.0,AP,1600535.0,44.56,66.1228,100.0,41.08,25.0,29.97,46.0,18.43
2024.0,TO,1702554.0,53.75,84.1573,,65.43,55.0,14.99,18.0,11.03
2024.0,TO,1719004.0,42.42,68.7301,,53.72,12.0,11.51,58.0,51.92
2024.0,TO,1720978.0,53.32,58.9564,100.0,49.87,10.0,4.28,67.0,99.64
2024.0,MA,2100402.0,23.86,40.3245,0.0,46.11,23.0,10.02,10.0,22.85
2024.0,MA,2102150.0,27.81,66.0586,0.0,24.89,24.0,3.62,68.0,26.63
2024.0,MA,2103752.0,45.43,90.6029,,50.37,46.0,8.76,18.0,10.14
2024.0,MA,2105450.0,39.88,48.3236,,24.22,53.0,11.6,19.0,19.71
2024.0,MA,2105609.0,37.54,60.0532,,36.02,2.0,19.68,60.0,13.13
2024.0,PI,2201705.0,48.31,79.5722,,49.16,9.0,3.25,53.0,35.08
2024.0,PI,2202752.0,49.6,81.7833,,63.19,17.0,2.98,29.0,23.86
2024.0,PI,2203420.0,24.78,29.6923,50.0,28.61,2.0,0.06,7.0,36.25
2024.0,PI,2205854.0,35.12,76.5111,,25.7,31.0,5.45,8.0,18.25
2024.0,PI,2207801.0,41.44,56.2551,100.0,47.31,13.0,16.08,57.0,11.57
2024.0,PI,2208809.0,48.69,79.5416,,39.9,40.0,38.55,52.0,11.48
2024.0,PI,2210979.0,29.93,49.3044,,19.17,25.0,0.54,65.0,42.92
2024.0,CE,2300804.0,46.33,83.071,,51.92,27.0,11.52,39.0,33.4
2024.0,CE,2302602.0,56.32,82.9517,100.0,44.4,48.0,64.51,43.0,11.53
2024.0,CE,2305902.0,56.54,79.964,,26.61,53.0,25.05,63.0,27.43
2024.0,CE,2310308.0,31.8,72.005,,37.59,48.0,4.63,69.0,16.76
2024.0,CE,2311009.0,44.2,69.7338,,27.44,33.0,31.11,16.0,24.15
2024.0,RN,2407252.0,53.88,99.2906,0.0,55.04,65.0,43.58,33.0,36.88
2024.0,RN,2412401.0,40.74,87.8912,,29.28,24.0,19.46,57.0,42.41
2024.0,RN,2413201.0,57.02,100.0,0.0,67.41,59.0,18.24,66.0,59.62
2024.0,PB,2500601.0,57.63,99.5671,50.0,65.95,61.0,12.35,47.0,19.74
2024.0,PB,2501401.0,34.11,86.7852,,52.1,59.0,11.38,11.0,20.73
2024.0,PB,2501500.0,50.8,68.7689,100.0,29.44,61.0,24.97,9.0,14.59
2024.0,PB,2504900.0,61.77,97.0242,,53.09,56.0,2.71,56.0,22.58
2024.0,PB,2511103.0,42.01,63.2115,50.0,28.56,26.0,15.47,65.0,28.58
2024.0,PB,2513406.0,60.07,94.0157,100.0,55.15,51.0,56.07,51.0,9.75
2024.0,PB,2514404.0,28.52,57.257,,29.89,13.0,9.21,56.0,24.4
2024.0,PB,2516003.0,58.13,93.5727,100.0,50.4,50.0,11.8,54.0,10.81
2024.0,PB,2516706.0,52.9,89.2301,100.0,47.1,46.0,0.27,16.0,9.95
2024.0,PE,2601201.0,57.42,96.5415,100.0,56.22,52.0,15.78,47.0,9.76
2024.0,PE,2603801.0,48.91,60.9447,100.0,51.21,53.0,1.72,39.0,10.59
2024.0,PE,2604502.0,63.36,93.9445,,49.27,49.0,36.08,52.0,14.13
2024.0,PE,2611200.0,43.62,71.7232,,46.34,17.0,20.52,63.0,13.88
2024.0,PE,2611408.0,52.07,90.0196,50.0,42.06,40.0,51.41,3.0,10.45
2024.0,PE,2612109.0,44.03,86.4466,0.0,40.0,44.0,0.53,63.0,35.59
2024.0,AL,2705705.0,62.6,95.819,100.0,54.93,48.0,22.0,46.0,11.83
2024.0,BA,2910008.0,37.03,65.1345,,20.19,52.0,0.14,72.0,13.52
2024.0,BA,2916203.0,43.49,81.4736,100.0,29.14,16.0,16.84,34.0,9.38
2024.0,BA,2918555.0,36.41,79.2307,50.0,37.93,6.0,1.36,29.0,24.76
2024.0,BA,2927200.0,46.13,69.2887,,49.09,41.0,16.71,58.0,10.13
2024.0,BA,2927903.0,39.72,93.3056,50.0,37.92,6.0,1.72,72.0,14.11
2024.0,BA,2929008.0,54.57,81.296,,100.0,65.0,8.42,41.0,17.86
2024.0,MG,3101201.0,39.25,59.2517,,37.05,16.0,44.23,20.0,31.34
2024.0,MG,3101607.0,77.45,98.1013,100.0,68.88,50.0,97.93,71.0,23.79
2024.0,MG,3110509.0,67.24,87.3638,100.0,56.45,58.0,47.91,75.0,29.04
2024.0,MG,3111002.0,60.63,75.6393,100.0,49.14,21.0,56.22,62.0,26.01
2024.0,MG,3120805.0,59.72,94.7914,100.0,57.72,15.0,54.98,58.0,19.01
2024.0,MG,3123528.0,47.78,79.2781,,53.4,3.0,38.69,51.0,49.76
2024.0,MG,3124005.0,47.83,81.8857,50.0,47.44,50.0,4.65,33.0,16.71
2024.0,MG,3129202.0,39.39,83.9293,0.0,44.96,1.0,55.07,13.0,15.94
2024.0,MG,3131406.0,51.38,93.7615,50.0,44.78,47.0,32.63,7.0,65.39
2024.0,MG,3133303.0,51.99,83.3472,,59.16,34.0,9.89,53.0,18.08
2024.0,MG,3145109.0,52.29,75.0166,,60.16,26.0,37.16,60.0,20.77
2024.0,MG,3148202.0,59.74,92.5179,,50.62,48.0,5.06,20.0,72.11
2024.0,MG,3160207.0,34.16,48.4338,0.0,39.02,33.0,9.74,70.0,37.7
2024.0,MG,3162005.0,67.63,94.3651,100.0,60.33,42.0,43.43,53.0,36.76
2024.0,MG,3164605.0,49.3,89.2648,,62.21,39.0,14.0,46.0,53.45
2024.0,MG,3165701.0,41.13,81.267,,51.32,50.0,7.33,32.0,18.88
2024.0,MG,3167202.0,76.22,99.844,100.0,67.23,43.0,74.52,79.0,25.22
2024.0,MG,3170701.0,76.93,98.7245,,67.65,63.0,76.51,83.0,28.36
2024.0,MG,3171105.0,35.89,69.9673,,36.44,43.0,18.82,54.0,57.47
2024.0,ES,3200706.0,76.73,94.7936,100.0,61.22,20.0,61.2,65.0,77.18
2024.0,ES,3203304.0,62.48,76.3941,,46.49,32.0,12.39,79.0,49.34
2024.0,RJ,3302858.0,66.34,99.9913,100.0,44.93,64.0,39.55,57.0,12.02
2024.0,RJ,3305505.0,77.05,99.4486,,81.15,68.0,56.54,63.0,29.94
2024.0,SP,3500501.0,71.55,99.5408,100.0,85.49,58.0,21.03,59.0,38.37
2024.0,SP,3503604.0,65.39,98.9045,100.0,59.18,55.0,26.3,30.0,24.37
2024.0,SP,3504909.0,51.09,85.3216,50.0,55.31,57.0,32.89,59.0,34.62
2024.0,SP,3505203.0,68.17,97.3979,100.0,58.89,66.0,79.46,67.0,15.43
2024.0,SP,3510005.0,66.2,98.2425,100.0,61.37,19.0,40.97,71.0,23.2
2024.0,SP,3514106.0,73.75,97.1961,100.0,63.05,66.0,95.03,48.0,18.11
2024.0,SP,3524006.0,79.52,99.4308,,79.67,55.0,82.18,79.0,21.59
2024.0,SP,3526803.0,68.65,99.4217,,69.99,38.0,82.75,49.0,27.78
2024.0,SP,3528700.0,37.01,69.0428,50.0,37.75,25.0,1.35,17.0,43.22
2024.0,SP,3529203.0,67.44,96.2148,,59.56,18.0,41.9,71.0,41.5
2024.0,SP,3530102.0,60.7,97.2363,,50.91,54.0,37.4,67.0,22.62
2024.0,SP,3530508.0,70.83,97.2851,,58.94,46.0,69.85,67.0,18.03
2024.0,SP,3543238.0,50.21,93.8218,0.0,60.51,12.0,54.77,45.0,73.35
2024.0,SP,3545209.0,75.7,100.0,100.0,67.15,58.0,69.11,74.0,20.7
2024.0,SP,3550001.0,66.31,83.0484,,63.11,48.0,2.69,72.0,76.21
2024.0,SP,3551009.0,77.0,99.9515,100.0,65.83,62.0,74.87,78.0,22.31
2024.0,SP,3551900.0,68.69,98.8683,,62.94,57.0,35.64,59.0,20.37
2024.0,PR,4102505.0,61.76,80.693,100.0,39.82,58.0,34.61,46.0,42.09
2024.0,PR,4104659.0,62.92,90.983,100.0,54.38,61.0,63.38,56.0,18.63
2024.0,PR,4111803.0,67.06,95.3835,100.0,60.46,64.0,66.03,55.0,19.32
2024.0,PR,4115408.0,64.22,72.973,100.0,57.22,65.0,41.15,74.0,15.26
2024.0,PR,4120002.0,69.19,97.3969,100.0,60.19,57.0,58.77,48.0,21.86
2024.0,PR,4121356.0,38.97,92.631,0.0,16.96,32.0,0.38,22.0,56.86
2024.0,PR,4122701.0,63.56,91.9654,,39.91,41.0,61.67,63.0,26.82
2024.0,PR,4127700.0,74.41,97.2912,,66.7,58.0,80.39,75.0,20.17
2024.0,SC,4202099.0,69.99,73.6862,,60.37,57.0,11.73,53.0,100.0
2024.0,SC,4202206.0,53.47,48.8161,,22.9,48.0,79.32,49.0,18.63
2024.0,SC,4207304.0,83.87,99.641,,81.97,62.0,100.0,78.0,33.86
2024.0,SC,4209177.0,71.35,82.9939,,95.13,28.0,23.64,45.0,56.07
2024.0,SC,4213401.0,62.51,84.6879,,47.83,67.0,55.88,57.0,23.23
2024.0,SC,4214102.0,63.35,53.9494,,55.12,51.0,64.29,54.0,63.97
2024.0,SC,4216800.0,33.2,30.2657,50.0,31.5,63.0,29.13,37.0,22.84
2024.0,SC,4219309.0,66.52,93.4329,,55.97,66.0,70.7,58.0,13.72
2024.0,RS,4302808.0,57.32,85.9105,100.0,60.97,31.0,41.24,40.0,43.21
2024.0,RS,4304606.0,77.32,99.998,100.0,66.05,63.0,77.6,83.0,18.36
2024.0,RS,4304622.0,44.09,57.4267,,67.68,4.0,1.84,71.0,100.0
2024.0,RS,4305355.0,74.55,99.5576,,70.86,49.0,65.61,74.0,22.16
2024.0,RS,4306007.0,52.83,71.3129,100.0,44.97,56.0,1.71,77.0,15.24
2024.0,RS,4308805.0,64.81,86.665,100.0,54.11,29.0,33.29,59.0,45.16
2024.0,RS,4312757.0,54.28,57.9802,100.0,30.85,55.0,10.99,57.0,46.45
2024.0,RS,4313706.0,55.05,87.6973,100.0,59.71,39.0,35.87,70.0,14.61
2024.0,RS,4314464.0,34.73,38.9695,0.0,60.55,5.0,73.08,8.0,21.75
2024.0,RS,4318440.0,58.43,74.4285,,74.28,1.0,21.67,49.0,84.01
2024.0,RS,4323770.0,64.66,79.9077,,24.4,23.0,76.73,55.0,31.07
2024.0,MS,5002001.0,50.75,80.4572,100.0,60.24,36.0,23.42,68.0,13.69
2024.0,MT,5103957.0,56.58,71.2907,,69.01,7.0,38.89,52.0,51.74
2024.0,MT,5106802.0,45.67,53.7699,,66.21,62.0,19.07,79.0,52.72
2024.0,MT,5108402.0,65.11,99.4148,,68.15,60.0,49.83,83.0,22.41
2024.0,GO,5217609.0,55.32,96.0439,100.0,56.09,56.0,27.22,59.0,11.75
2024.0,GO,5221403.0,65.61,99.178,100.0,65.2,57.0,17.69,83.0,18.89
2023.0,RO,1100023.0,66.32,86.1602,100.0,89.76,69.0,25.72,79.0,6.45
2023.0,RO,1101807.0,23.65,38.8312,0.0,52.46,21.0,0.55,74.0,9.64
2023.0,AC,1200401.0,68.34,96.1078,,91.97,79.0,22.96,68.0,10.39
2023.0,AM,1300631.0,43.74,49.4227,,48.97,9.0,1.02,73.0,7.04
2023.0,PA,1501451.0,43.68,41.7933,100.0,47.83,34.0,4.0,68.0,4.6
2023.0,PA,1507474.0,56.18,83.7462,100.0,57.98,76.0,11.01,52.0,9.06
2023.0,TO,1703008.0,21.37,50.4344,0.0,35.02,9.0,1.17,73.0,7.93
2023.0,TO,1705508.0,63.69,96.7728,100.0,90.3,63.0,5.03,79.0,4.87
2023.0,MA,2100204.0,25.49,44.4781,,43.31,75.0,1.73,69.0,5.64
2023.0,MA,2102200.0,24.13,52.9352,,34.52,61.0,0.25,76.0,2.1
2023.0,MA,2103208.0,54.52,74.8115,100.0,61.75,73.0,1.07,80.0,5.37
2023.0,MA,2107209.0,19.73,54.7113,,28.05,16.0,1.55,54.0,4.44
2023.0,MA,2107308.0,44.56,67.11,,37.13,35.0,4.17,22.0,14.46
2023.0,MA,2110005.0,54.18,69.8589,100.0,52.41,80.0,5.86,92.0,7.23
2023.0,PI,2200905.0,30.54,66.481,,54.3,67.0,7.3,33.0,11.64
2023.0,PI,2202729.0,28.73,79.4913,,40.45,27.0,0.06,84.0,6.52
2023.0,PI,2202778.0,24.06,46.5631,,44.31,80.0,5.43,6.0,11.92
2023.0,PI,2204907.0,21.78,44.1511,,43.25,1.0,3.32,78.0,5.36
2023.0,PI,2205516.0,20.21,40.2626,,45.37,1.0,1.33,56.0,7.99
2023.0,PI,2205599.0,23.0,56.0187,,36.62,21.0,4.77,43.0,13.82
2023.0,CE,2313906.0,54.78,82.1224,100.0,44.14,70.0,6.47,90.0,12.12
2023.0,RN,2402501.0,36.82,77.2852,0.0,86.99,24.0,13.04,26.0,12.86
2023.0,RN,2405108.0,59.66,78.4653,,81.99,75.0,13.19,35.0,12.69
2023.0,RN,2410603.0,30.95,88.1896,0.0,41.89,10.0,15.12,45.0,14.2
2023.0,PB,2501401.0,40.23,94.4744,,72.89,79.0,0.55,72.0,9.03
2023.0,PB,2503753.0,23.45,73.6151,,28.3,4.0,4.05,27.0,22.8
2023.0,PB,2510303.0,49.78,73.5472,100.0,43.97,4.0,14.45,57.0,19.56
2023.0,PB,2512804.0,27.78,84.5008,0.0,50.28,10.0,4.32,19.0,9.81
2023.0,PB,2513943.0,49.36,79.5186,100.0,40.58,22.0,0.27,61.0,24.17
2023.0,PE,2613701.0,64.46,100.0,,78.76,86.0,8.12,72.0,11.42
2023.0,AL,2707503.0,57.95,86.3581,100.0,66.94,84.0,0.03,71.0,9.33
2023.0,AL,2708501.0,53.53,83.062,100.0,57.58,44.0,3.42,76.0,4.72
2023.0,SE,2804003.0,58.62,100.0,,65.72,74.0,4.69,49.0,6.62
2023.0,BA,2908309.0,41.62,93.6832,,90.96,66.0,6.13,37.0,7.91
2023.0,BA,2910727.0,66.95,97.2284,100.0,89.53,95.0,10.98,78.0,7.14
2023.0,BA,2917300.0,56.04,84.5348,100.0,66.93,76.0,0.31,62.0,4.75
2023.0,BA,2923035.0,22.89,42.1943,0.0,35.82,67.0,0.54,68.0,61.66
2023.0,MG,3103009.0,57.46,71.4399,100.0,57.6,64.0,7.88,82.0,31.62
2023.0,MG,3106705.0,70.5,100.0,100.0,90.12,84.0,24.09,91.0,10.11
2023.0,MG,3110905.0,61.99,97.5345,,72.73,59.0,14.63,71.0,7.84
2023.0,MG,3111507.0,66.48,95.7385,100.0,80.02,89.0,25.04,54.0,12.84
2023.0,MG,3113008.0,26.07,59.7842,0.0,45.19,30.0,0.77,74.0,7.46
2023.0,MG,3115409.0,54.51,71.7888,100.0,56.9,44.0,12.93,63.0,20.09
2023.0,MG,3116902.0,41.4,59.4312,0.0,75.95,79.0,7.11,49.0,60.08
2023.0,MG,3123205.0,59.5,93.0769,100.0,79.1,48.0,17.76,14.0,11.54
2023.0,MG,3123908.0,61.03,90.3379,,76.54,36.0,22.35,57.0,9.89
2023.0,MG,3124500.0,59.08,95.9975,100.0,73.23,61.0,5.13,54.0,7.24
2023.0,MG,3128105.0,54.43,80.3718,,61.66,34.0,81.8,49.0,12.1
